Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
1173	Spectrogram 1	1	1518.930885989	1519.630177947	207.120	627.832	m
1174	Spectrogram 1	1	1519.210602772	1519.510299326	142.395	417.476	w
1175	Spectrogram 1	1	1519.959844156	1520.269530594	168.285	417.476	w
1176	Spectrogram 1	1	1523.636121878	1524.005747627	139.159	275.081	w
1177	Spectrogram 1	1	1520.209591284	1521.418367383	220.065	508.091	m
1178	Spectrogram 1	1	1520.948842782	1521.298488761	142.395	268.608	w
1179	Spectrogram 1	1	1522.177598651	1522.627143482	142.395	346.278	w
1180	Spectrogram 1	1	1524.455292458	1525.414321429	148.867	598.706	m
1181	Spectrogram 1	1	1523.626131993	1524.525221653	249.191	611.650	m
1182	Spectrogram 1	1	1522.767001873	1522.986779346	184.466	676.375	m
1183	Spectrogram 1	1	1523.016749001	1523.696061189	139.159	650.485	m
1184	Spectrogram 1	1	1521.438347153	1522.357416583	207.120	514.563	m
1185	Spectrogram 1	1	1525.444291084	1526.523198676	213.592	508.091	m
1186	Spectrogram 1	1	1526.482352647	1526.951877248	116.505	278.317	w
1187	Spectrogram 1	1	1526.572261613	1527.391432193	220.065	608.414	m
1188	Spectrogram 1	1	1529.659136114	1529.978812438	145.631	294.498	w
1189	Spectrogram 1	1	1530.098691059	1530.388397727	187.702	326.861	w
1190	Spectrogram 1	1	1527.051776099	1528.280531968	236.246	491.909	m
1191	Spectrogram 1	1	1528.120693806	1529.229571054	165.049	391.586	m
1192	Spectrogram 1	1	1529.029773352	1529.988802323	181.230	508.091	m
1193	Spectrogram 1	1	1530.098691059	1530.907871753	226.537	595.469	m
1194	Spectrogram 1	1	1530.598185315	1530.967811064	35.599	207.120	lt
1195	Spectrogram 1	1	1531.017760490	1531.377396354	139.159	294.498	w
1196	Spectrogram 1	1	1530.807972902	1531.437335664	210.356	595.469	m
1197	Spectrogram 1	1	1531.826941184	1532.885869006	158.576	372.168	m
1198	Spectrogram 1	1	1532.626131993	1533.595150849	223.301	550.162	m
1199	Spectrogram 1	1	1533.575171079	1534.993734765	284.790	491.909	m
1200	Spectrogram 1	1	1534.853876374	1535.353370629	35.599	194.175	lt
1201	Spectrogram 1	1	1534.912929196	1535.901927822	181.230	540.453	m
1202	Spectrogram 1	1	1535.572261613	1536.421401848	317.152	611.650	m
1203	Spectrogram 1	1	1536.421401848	1537.440370130	158.576	495.146	m
1204	Spectrogram 1	1	1537.420390360	1538.609186688	197.411	521.036	m
1205	Spectrogram 1	1	1539.907871753	1540.956809690	255.663	498.382	m
1206	Spectrogram 1	1	1541.406354520	1541.885869006	190.939	346.278	w
1207	Spectrogram 1	1	1538.529267607	1539.468316808	165.049	637.540	m
1208	Spectrogram 1	1	1539.188600025	1539.438347153	32.362	236.246	lt
1209	Spectrogram 1	1	1542.155595904	1543.094645105	165.049	430.421	m
1210	Spectrogram 1	1	1542.794948551	1543.733997752	278.317	504.854	m
1211	Spectrogram 1	1	1544.062777473	1544.901927822	252.427	669.903	m
1212	Spectrogram 1	1	1544.462372877	1544.951877248	132.686	297.735	w
1213	Spectrogram 1	1	1545.151674950	1546.110703921	184.466	605.178	m
1214	Spectrogram 1	1	1546.080734266	1546.999803696	203.883	375.405	m
1215	Spectrogram 1	1	1546.590218407	1547.878913586	252.427	498.382	m
1216	Spectrogram 1	1	1548.398387612	1549.417355894	148.867	595.469	m
1217	Spectrogram 1	1	1547.858933816	1548.648134740	414.239	653.722	m
1218	Spectrogram 1	1	1551.814928322	1552.104634990	22.654	310.680	lt
1219	Spectrogram 1	1	1551.335413836	1552.474260739	168.285	504.854	m
1220	Spectrogram 1	1	1552.404331543	1553.213512238	197.411	689.320	m
1221	Spectrogram 1	1	1549.796971528	1551.165585789	262.136	543.689	m
1222	Spectrogram 1	1	1556.878913586	1557.188600025	58.252	401.294	lt
1223	Spectrogram 1	1	1555.110703921	1556.249550824	181.230	501.618	m
1224	Spectrogram 1	1	1556.219581169	1556.619176573	42.071	294.498	lt
1225	Spectrogram 1	1	1553.452382992	1554.990825300	239.482	524.272	m
1226	Spectrogram 1	1	1558.147628996	1558.816951299	229.773	686.084	m
1227	Spectrogram 1	1	1558.876890609	1560.085666708	135.922	511.327	m
1228	Spectrogram 1	1	1560.665080045	1561.783947178	310.680	611.650	m
1229	Spectrogram 1	1	1562.012828047	1563.151674950	197.411	504.854	m
1230	Spectrogram 1	1	1565.649146229	1566.768013362	200.647	401.294	m
1231	Spectrogram 1	1	1564.959844156	1566.038751748	233.010	618.123	m
1232	Spectrogram 1	1	1563.481341159	1564.650157717	278.317	624.595	m
1233	Spectrogram 1	1	1567.397376124	1568.056708541	158.576	592.233	m
1234	Spectrogram 1	1	1568.795960040	1569.764978896	187.702	446.602	m
1235	Spectrogram 1	1	1569.625120504	1570.664068556	258.900	627.832	m
1236	Spectrogram 1	1	1568.875879121	1569.275474525	35.599	223.301	lt
1237	Spectrogram 1	1	1570.474260739	1571.103623501	184.466	297.735	w
1238	Spectrogram 1	1	1570.464270854	1571.573148102	177.994	504.854	m
1239	Spectrogram 1	1	1572.021806444	1572.631189436	29.126	249.191	lt
1240	Spectrogram 1	1	1572.351472652	1573.380430819	177.994	478.964	m
1241	Spectrogram 1	1	1574.279520480	1575.438347153	268.608	627.832	m
1242	Spectrogram 1	1	1573.120693806	1573.520289211	38.835	226.537	lt
1243	Spectrogram 1	1	1578.715029471	1579.714017982	190.939	482.201	m
1244	Spectrogram 1	1	1575.308478646	1577.156607393	155.340	491.909	m
1245	Spectrogram 1	1	1577.895858891	1578.335413836	165.049	333.333	w
1246	Spectrogram 1	1	1579.194543956	1580.483239136	252.427	741.100	m
1247	Spectrogram 1	1	1580.362474026	1581.081745754	265.372	459.547	m
1248	Spectrogram 1	1	1583.179621628	1583.609186688	165.049	336.570	w
1249	Spectrogram 1	1	1586.016749001	1586.356405095	67.961	831.715	lt
1250	Spectrogram 1	1	1581.801017483	1583.149651973	271.845	624.595	m
1251	Spectrogram 1	1	1581.171654720	1582.740066683	152.104	459.547	m
1252	Spectrogram 1	1	1583.699095654	1584.668114510	181.230	647.249	m
1253	Spectrogram 1	1	1584.847932443	1585.976789461	213.592	433.657	m
1254	Spectrogram 1	1	1586.995757742	1587.994746254	278.317	728.155	m
1255	Spectrogram 1	1	1586.046718656	1586.815939810	155.340	592.233	m
1256	Spectrogram 1	1	1588.474260739	1589.543178447	171.521	433.657	m
1257	Spectrogram 1	1	1588.144594530	1589.363360514	349.515	631.068	m
1258	Spectrogram 1	1	1589.302534715	1590.041786214	236.246	504.854	m
1259	Spectrogram 1	1	1593.847932443	1594.567204171	271.845	582.524	m
1260	Spectrogram 1	1	1591.520289211	1592.489308067	161.812	537.217	m
1261	Spectrogram 1	1	1592.589206918	1593.917861638	242.718	644.013	m
1262	Spectrogram 1	1	1589.991836788	1590.691128746	278.317	478.964	m
1263	Spectrogram 1	1	1594.677092907	1594.956809690	184.466	359.223	w
1264	Spectrogram 1	1	1595.066698427	1596.195555445	271.845	621.359	m
1265	Spectrogram 1	1	1596.255494755	1597.234503497	184.466	427.184	m
1266	Spectrogram 1	1	1596.894847403	1597.763967408	233.010	550.162	m
1267	Spectrogram 1	1	1597.962878621	1599.001826673	262.136	621.359	m
1268	Spectrogram 1	1	1599.651169206	1600.080734266	152.104	291.262	w
1269	Spectrogram 1	1	1602.508276349	1602.977800949	184.466	326.861	w
1270	Spectrogram 1	1	1601.898893357	1602.208579795	58.252	291.262	lt
1271	Spectrogram 1	1	1598.931897478	1599.291533342	35.599	252.427	lt
1272	Spectrogram 1	1	1598.772059316	1599.531290584	262.136	501.618	m
1273	Spectrogram 1	1	1603.866900724	1604.915838661	181.230	488.673	m
1274	Spectrogram 1	1	1603.187588536	1604.046718656	265.372	530.744	m
1275	Spectrogram 1	1	1601.139662088	1602.548235889	304.207	614.887	m
1276	Spectrogram 1	1	1600.510299326	1601.539257493	152.104	498.382	m
1277	Spectrogram 1	1	1599.820997253	1600.520289211	297.735	715.210	m
1278	Spectrogram 1	1	1606.374361888	1606.733997752	48.544	271.845	lt
1279	Spectrogram 1	1	1605.335413836	1606.174564186	252.427	640.777	m
1280	Spectrogram 1	1	1606.164574301	1607.223502123	300.971	588.997	m
1281	Spectrogram 1	1	1606.823906718	1607.173552697	168.285	304.207	lt
1282	Spectrogram 1	1	1615.892949426	1616.901927822	165.049	508.091	m
1283	Spectrogram 1	1	1616.901927822	1617.251573801	275.081	456.311	w
1284	Spectrogram 1	1	1619.369429446	1620.298488761	207.120	462.783	m
1285	Spectrogram 1	1	1620.048741633	1620.708074051	281.553	592.233	m
1286	Spectrogram 1	1	1618.280531968	1619.289510365	288.026	624.595	m
1287	Spectrogram 1	1	1617.801017483	1618.390420704	275.081	485.437	m
1288	Spectrogram 1	1	1621.177598651	1621.906860265	288.026	673.139	m
1289	Spectrogram 1	1	1621.677092907	1622.076688312	165.049	294.498	w
1290	Spectrogram 1	1	1622.965788087	1624.004736139	155.340	472.492	m
1291	Spectrogram 1	1	1622.116647852	1623.445302572	245.955	631.068	m
1292	Spectrogram 1	1	1623.615130619	1624.973754995	288.026	618.123	m
1293	Spectrogram 1	1	1625.032807817	1626.081745754	249.191	495.146	m
1294	Spectrogram 1	1	1626.121705295	1627.000815185	197.411	521.036	m
1295	Spectrogram 1	1	1627.330481394	1627.700107143	58.252	669.903	lt
1296	Spectrogram 1	1	1628.449348526	1629.458326923	288.026	592.233	m
1297	Spectrogram 1	1	1627.630177947	1628.539257493	249.191	605.178	m
1298	Spectrogram 1	1	1628.888903472	1629.198589910	42.071	284.790	lt
1299	Spectrogram 1	1	1630.287487388	1631.306455669	213.592	482.201	m
1300	Spectrogram 1	1	1630.936829920	1631.975777972	245.955	650.485	m
1301	Spectrogram 1	1	1632.655090160	1633.444291084	284.790	715.210	m
1302	Spectrogram 1	1	1633.314422577	1634.203522353	197.411	482.201	m
1303	Spectrogram 1	1	1631.845909466	1632.615130619	275.081	498.382	m
1304	Spectrogram 1	1	1637.069732892	1638.108680944	223.301	533.981	m
1305	Spectrogram 1	1	1634.652180694	1635.830987138	249.191	653.722	m
1306	Spectrogram 1	1	1635.880936563	1636.690117258	216.828	647.249	m
1307	Spectrogram 1	1	1638.498286464	1639.387386239	239.482	592.233	m
1308	Spectrogram 1	1	1640.096668082	1641.085666708	207.120	533.981	m
1309	Spectrogram 1	1	1641.215535215	1641.914827173	216.828	527.508	m
1310	Spectrogram 1	1	1643.133593157	1643.553168332	187.702	524.272	m
1311	Spectrogram 1	1	1644.151674950	1644.781037712	200.647	569.579	m
1312	Spectrogram 1	1	1645.480329670	1646.539257493	197.411	521.036	m
1313	Spectrogram 1	1	1648.277497502	1648.976789461	184.466	485.437	m
1314	Spectrogram 1	1	1647.578205544	1648.327446928	291.262	588.997	m
1315	Spectrogram 1	1	1649.636121878	1650.405343032	220.065	440.129	m
1316	Spectrogram 1	1	1650.275474525	1650.705039585	249.191	540.453	m
1317	Spectrogram 1	1	1651.134604645	1651.853876374	271.845	537.217	m
1318	Spectrogram 1	1	1651.803926948	1652.463259366	181.230	537.217	m
1320	Spectrogram 1	1	1653.041786214	1653.711108516	275.081	511.327	m
1321	Spectrogram 1	1	1653.351472652	1653.671148976	165.049	300.971	w
1322	Spectrogram 1	1	1656.598185315	1656.807972902	171.521	343.042	w
1323	Spectrogram 1	1	1657.187588536	1657.467305320	142.395	404.531	w
1324	Spectrogram 1	1	1660.903825799	1661.443279595	194.175	530.744	m
1325	Spectrogram 1	1	1655.579217033	1655.938852897	19.417	355.987	lt
1326	Spectrogram 1	1	1655.599196803	1656.598185315	300.971	621.359	m
1327	Spectrogram 1	1	1654.360451049	1655.349449675	284.790	644.013	m
1328	Spectrogram 1	1	1655.069732892	1655.349449675	61.489	268.608	lt
1329	Spectrogram 1	1	1657.507264860	1658.276486014	258.900	521.036	m
1330	Spectrogram 1	1	1659.405343032	1660.604129246	294.498	598.706	m
1331	Spectrogram 1	1	1658.026738886	1658.396364635	42.071	275.081	lt
1332	Spectrogram 1	1	1662.161664835	1662.461361389	174.757	423.948	w
1333	Spectrogram 1	1	1662.970845529	1664.019783467	268.608	640.777	m
1334	Spectrogram 1	1	1664.469328297	1665.328458417	165.049	498.382	m
1335	Spectrogram 1	1	1665.168620255	1665.827952672	281.553	446.602	m
1336	Spectrogram 1	1	1668.655090160	1669.444291084	145.631	495.146	m
1337	Spectrogram 1	1	1669.454280969	1670.273451548	281.553	608.414	m
1338	Spectrogram 1	1	1667.526233142	1668.695049700	223.301	514.563	m
1339	Spectrogram 1	1	1666.577194056	1666.866900724	42.071	275.081	lt
1340	Spectrogram 1	1	1661.142696553	1661.412423452	29.126	181.230	lt
1341	Spectrogram 1	1	1671.031796329	1671.431391733	165.049	368.932	w
1342	Spectrogram 1	1	1671.471351274	1672.220592657	210.356	501.618	m
1343	Spectrogram 1	1	1672.390420704	1672.800005994	38.835	268.608	lt
1344	Spectrogram 1	1	1672.780026224	1673.549247378	165.049	504.854	m
1345	Spectrogram 1	1	1674.188600025	1674.698084166	142.395	637.540	m
1346	Spectrogram 1	1	1674.827952672	1676.116647852	236.246	491.909	m
1347	Spectrogram 1	1	1676.226536588	1677.235514985	194.175	517.799	m
1348	Spectrogram 1	1	1677.235514985	1677.754989011	288.026	508.091	m
1349	Spectrogram 1	1	1678.124614760	1678.953775225	278.317	478.964	m
1350	Spectrogram 1	1	1678.892949426	1679.792039086	239.482	618.123	m
1351	Spectrogram 1	1	1679.262575175	1680.151674950	203.883	420.712	m
1352	Spectrogram 1	1	1680.451371503	1681.310501623	155.340	495.146	m
1353	Spectrogram 1	1	1681.010805070	1681.650157717	203.883	663.430	m
1354	Spectrogram 1	1	1683.138650599	1683.897881868	210.356	527.508	m
1355	Spectrogram 1	1	1685.785970155	1686.565181194	177.994	504.854	m
1356	Spectrogram 1	1	1683.728053821	1684.207568307	281.553	627.832	m
1357	Spectrogram 1	1	1681.790016109	1683.078711289	220.065	446.602	m
1358	Spectrogram 1	1	1684.796971528	1685.676081419	249.191	579.288	m
1359	Spectrogram 1	1	1686.784958666	1687.843886489	197.411	420.712	m
1360	Spectrogram 1	1	1687.644088786	1688.623097527	265.372	462.783	m
1361	Spectrogram 1	1	1688.812018856	1689.631189436	168.285	530.744	m
1362	Spectrogram 1	1	1692.708074051	1693.117659341	135.922	288.026	w
1363	Spectrogram 1	1	1690.460349900	1691.129672203	148.867	482.201	m
1364	Spectrogram 1	1	1691.769024850	1692.638144855	132.686	504.854	m
1365	Spectrogram 1	1	1693.267507617	1694.656101648	194.175	478.964	m
1366	Spectrogram 1	1	1694.805949925	1695.445302572	181.230	527.508	m
1367	Spectrogram 1	1	1695.475272228	1696.204533841	236.246	459.547	m
1368	Spectrogram 1	1	1696.414321429	1697.343380744	126.214	488.673	m
1369	Spectrogram 1	1	1697.412423452	1698.381442308	171.521	527.508	m
1370	Spectrogram 1	1	1698.651169206	1699.400410589	223.301	485.437	m
1371	Spectrogram 1	1	1700.749045080	1701.628154970	168.285	537.217	m
1372	Spectrogram 1	1	1701.688094281	1702.327446928	210.356	485.437	m
1373	Spectrogram 1	1	1703.066698427	1704.435312687	165.049	537.217	m
1374	Spectrogram 1	1	1705.174564186	1705.913815684	245.955	504.854	m
1375	Spectrogram 1	1	1699.650157717	1700.739055195	288.026	488.673	m
1376	Spectrogram 1	1	1706.312524600	1706.871958167	148.867	330.097	w
1377	Spectrogram 1	1	1706.901927822	1708.100714036	135.922	543.689	m
1378	Spectrogram 1	1	1710.338448302	1711.267507617	171.521	521.036	m
1379	Spectrogram 1	1	1711.846920954	1712.276486014	242.718	666.667	m
1380	Spectrogram 1	1	1712.965788087	1713.794948551	155.340	524.272	m
1381	Spectrogram 1	1	1709.059743007	1710.278508991	203.883	456.311	m
1382	Spectrogram 1	1	1708.090724151	1708.889914960	216.828	485.437	m
1383	Spectrogram 1	1	1714.773957293	1715.473249251	213.592	504.854	m
1384	Spectrogram 1	1	1715.242595405	1716.341482767	190.939	443.366	m
1385	Spectrogram 1	1	1717.190623002	1718.159641858	161.812	514.563	m
1386	Spectrogram 1	1	1716.900916334	1717.190623002	139.159	323.625	w
1387	Spectrogram 1	1	1719.887891983	1720.876890609	158.576	521.036	m
1388	Spectrogram 1	1	1718.898893357	1719.248539336	223.301	343.042	w
1389	Spectrogram 1	1	1720.816951299	1721.835919580	165.049	511.327	m
1390	Spectrogram 1	1	1722.495251998	1723.274463037	148.867	488.673	m
1391	Spectrogram 1	1	1723.932908966	1724.802028971	135.922	608.414	m
1392	Spectrogram 1	1	1724.782049201	1725.201624376	207.120	715.210	m
1393	Spectrogram 1	1	1725.291533342	1725.900916334	45.307	281.553	lt
1394	Spectrogram 1	1	1725.261563686	1726.490319555	310.680	491.909	m
1395	Spectrogram 1	1	1726.859945305	1727.279520480	249.191	572.816	m
1396	Spectrogram 1	1	1727.179621628	1727.489308067	200.647	336.570	w
1397	Spectrogram 1	1	1728.648134740	1729.507264860	242.718	485.437	m
1398	Spectrogram 1	1	1729.497274975	1730.476283716	148.867	608.414	m
1399	Spectrogram 1	1	1730.985767857	1731.455292458	278.317	504.854	m
1400	Spectrogram 1	1	1730.556202797	1730.925828546	174.757	300.971	w
1401	Spectrogram 1	1	1731.615130619	1732.284452922	275.081	495.146	m
1402	Spectrogram 1	1	1732.454280969	1733.423299825	262.136	572.816	m
1403	Spectrogram 1	1	1734.361462537	1734.920896104	220.065	501.618	m
1404	Spectrogram 1	1	1735.340471279	1736.309490135	265.372	533.981	m
1405	Spectrogram 1	1	1734.940875874	1735.680127373	161.812	621.359	m
1406	Spectrogram 1	1	1736.519277722	1736.779014735	135.922	294.498	w
1407	Spectrogram 1	1	1736.609186688	1737.488296578	242.718	504.854	m
1408	Spectrogram 1	1	1737.418367383	1738.087689685	271.845	485.437	m
1409	Spectrogram 1	1	1738.167608766	1739.116647852	229.773	631.068	m
1410	Spectrogram 1	1	1741.184554071	1742.113613387	265.372	640.777	m
1411	Spectrogram 1	1	1739.616142108	1740.385363262	310.680	508.091	m
1412	Spectrogram 1	1	1739.805949925	1740.225525100	165.049	294.498	w
1413	Spectrogram 1	1	1742.152686439	1742.891937937	245.955	504.854	m
1414	Spectrogram 1	1	1743.011816558	1743.351472652	210.356	414.239	w
1415	Spectrogram 1	1	1742.722109890	1743.191634491	32.362	258.900	lt
1416	Spectrogram 1	1	1744.190623002	1745.109692433	252.427	650.485	m
1417	Spectrogram 1	1	1745.249550824	1746.378407842	233.010	501.618	m
1418	Spectrogram 1	1	1746.778003247	1747.767001873	281.553	656.958	m
1419	Spectrogram 1	1	1748.076688312	1748.995757742	242.718	482.201	m
1420	Spectrogram 1	1	1750.484250624	1751.433289710	291.262	640.777	m
1421	Spectrogram 1	1	1751.352484141	1751.951877248	294.498	491.909	m
1422	Spectrogram 1	1	1752.811007368	1753.420390360	48.544	271.845	lt
1423	Spectrogram 1	1	1753.929874500	1755.008782093	297.735	627.832	m
1424	Spectrogram 1	1	1755.268519106	1755.947831294	268.608	508.091	m
1425	Spectrogram 1	1	1756.996769231	1757.456303946	158.576	307.443	w
1426	Spectrogram 1	1	1757.486273601	1758.794948551	284.790	653.722	m
1427	Spectrogram 1	1	1755.947831294	1756.617153596	171.521	440.129	m
1428	Spectrogram 1	1	1759.024715909	1760.163562812	174.757	423.948	m
1429	Spectrogram 1	1	1760.362474026	1761.471351274	278.317	656.958	m
1430	Spectrogram 1	1	1763.159641858	1764.298488761	297.735	656.958	m
1431	Spectrogram 1	1	1761.471351274	1762.969834041	300.971	527.508	m
1432	Spectrogram 1	1	1764.318468531	1765.237537962	307.443	621.359	m
1433	Spectrogram 1	1	1763.009793581	1763.379419331	168.285	297.735	w
1434	Spectrogram 1	1	1766.016749001	1767.065686938	323.625	631.068	m
1435	Spectrogram 1	1	1765.607163711	1765.986779346	294.498	417.476	w
1436	Spectrogram 1	1	1765.637133367	1766.186577048	45.307	239.482	lt
1437	Spectrogram 1	1	1767.545201424	1768.614119131	307.443	491.909	m
1438	Spectrogram 1	1	1768.454280969	1769.603117757	197.411	598.706	m
1439	Spectrogram 1	1	1769.372463911	1770.491331044	239.482	644.013	m
1440	Spectrogram 1	1	1769.692140235	1770.221604146	48.544	229.773	lt
1441	Spectrogram 1	1	1771.110703921	1772.169631743	207.120	462.783	m
1442	Spectrogram 1	1	1772.129672203	1772.918873127	223.301	491.909	m
1443	Spectrogram 1	1	1773.028761863	1774.037740260	258.900	660.194	m
1444	Spectrogram 1	1	1776.575171079	1777.524210165	258.900	634.304	m
1445	Spectrogram 1	1	1775.506253372	1776.575171079	258.900	514.563	m
1446	Spectrogram 1	1	1774.627143482	1775.526233142	271.845	540.453	m
1447	Spectrogram 1	1	1774.916850150	1775.536223027	35.599	262.136	lt
1448	Spectrogram 1	1	1778.022817932	1779.061765984	220.065	537.217	m
1449	Spectrogram 1	1	1779.171654720	1780.430380245	255.663	644.013	m
1450	Spectrogram 1	1	1782.598185315	1783.527244630	291.262	576.052	m
1451	Spectrogram 1	1	1786.384351773	1786.793937063	171.521	317.152	w
1452	Spectrogram 1	1	1786.714017982	1787.243481893	25.890	284.790	lt
1453	Spectrogram 1	1	1780.829975649	1782.228559565	152.104	475.728	m
1454	Spectrogram 1	1	1785.195555445	1786.194543956	275.081	647.249	m
1455	Spectrogram 1	1	1783.367406469	1784.206556818	262.136	423.948	m
1456	Spectrogram 1	1	1784.256506244	1785.215535215	233.010	453.074	m
1457	Spectrogram 1	1	1787.002838162	1788.371452423	194.175	495.146	m
1458	Spectrogram 1	1	1788.541280470	1789.730076798	239.482	656.958	m
1459	Spectrogram 1	1	1789.889914960	1790.679115884	190.939	498.382	m
1460	Spectrogram 1	1	1791.478306693	1792.487285090	271.845	653.722	m
1461	Spectrogram 1	1	1790.928863012	1791.458326923	171.521	313.916	w
1462	Spectrogram 1	1	1792.407366009	1793.106657967	281.553	472.492	m
1463	Spectrogram 1	1	1792.876890609	1793.376384865	38.835	288.026	lt
1464	Spectrogram 1	1	1794.255494755	1795.524210165	284.790	634.304	m
1465	Spectrogram 1	1	1793.236526474	1794.245504870	297.735	614.887	m
1466	Spectrogram 1	1	1795.942898851	1797.401422078	262.136	521.036	m
1467	Spectrogram 1	1	1797.381442308	1798.490319555	291.262	627.832	m
1468	Spectrogram 1	1	1797.960855644	1798.520289211	42.071	288.026	lt
1469	Spectrogram 1	1	1798.720086913	1799.199601399	203.883	310.680	w
1470	Spectrogram 1	1	1798.560248751	1799.489308067	291.262	495.146	m
1471	Spectrogram 1	1	1800.298488761	1801.197578422	288.026	644.013	m
1472	Spectrogram 1	1	1801.437335664	1802.006759116	51.780	294.498	lt
1473	Spectrogram 1	1	1803.545201424	1804.074665335	145.631	291.262	w
1474	Spectrogram 1	1	1803.505241883	1804.733997752	281.553	666.667	m
1475	Spectrogram 1	1	1804.932908966	1805.632200924	203.883	469.256	m
1476	Spectrogram 1	1	1806.271553571	1806.771047827	161.812	307.443	w
1477	Spectrogram 1	1	1808.818974276	1809.458326923	168.285	330.097	w
1478	Spectrogram 1	1	1808.689105769	1809.538246004	252.427	634.304	m
1479	Spectrogram 1	1	1807.370440934	1808.029773352	48.544	268.608	lt
1480	Spectrogram 1	1	1807.859945305	1808.629166459	210.356	440.129	m
1481	Spectrogram 1	1	1806.621199550	1807.290521853	275.081	482.201	m
1482	Spectrogram 1	1	1805.602231269	1806.461361389	262.136	491.909	m
1483	Spectrogram 1	1	1810.547224401	1811.945808317	213.592	498.382	m
1484	Spectrogram 1	1	1811.995757742	1812.774968781	268.608	485.437	m
1485	Spectrogram 1	1	1813.942898851	1814.871958167	242.718	614.887	m
1486	Spectrogram 1	1	1814.202635864	1814.851978397	29.126	275.081	lt
1487	Spectrogram 1	1	1815.011816558	1815.781037712	258.900	517.799	m
1488	Spectrogram 1	1	1816.310501623	1816.800005994	168.285	300.971	w
1489	Spectrogram 1	1	1818.158630370	1819.087689685	271.845	543.689	m
1490	Spectrogram 1	1	1818.378407842	1818.797983017	168.285	320.388	w
1491	Spectrogram 1	1	1821.355393606	1821.884857517	184.466	317.152	w
1492	Spectrogram 1	1	1820.795960040	1821.445302572	25.890	300.971	lt
1493	Spectrogram 1	1	1820.276486014	1821.665080045	271.845	521.036	m
1494	Spectrogram 1	1	1823.072767358	1824.101725524	252.427	530.744	m
1495	Spectrogram 1	1	1824.291533342	1824.781037712	161.812	349.515	w
1496	Spectrogram 1	1	1825.879925075	1826.579217033	48.544	317.152	lt
1497	Spectrogram 1	1	1825.520289211	1826.659136114	339.806	540.453	m
1498	Spectrogram 1	1	1826.689105769	1827.408377498	252.427	511.327	m
1499	Spectrogram 1	1	1827.578205544	1828.007770604	155.340	294.498	w
1500	Spectrogram 1	1	1827.817962787	1829.096668082	200.647	618.123	m
1501	Spectrogram 1	1	1829.376384865	1829.915838661	181.230	385.113	w
1502	Spectrogram 1	1	1830.485262113	1831.304432692	294.498	588.997	m
1503	Spectrogram 1	1	1829.855899351	1830.685059815	200.647	527.508	m
1504	Spectrogram 1	1	1831.983744880	1832.673046953	35.599	194.175	lt
1505	Spectrogram 1	1	1833.741078172	1834.300511738	165.049	313.916	w
1506	Spectrogram 1	1	1836.208579795	1836.628154970	165.049	307.443	w
1507	Spectrogram 1	1	1833.501320929	1834.450360015	307.443	656.958	m
1508	Spectrogram 1	1	1832.542291958	1833.501320929	168.285	550.162	m
1509	Spectrogram 1	1	1834.380430819	1835.779014735	343.042	482.201	m
1510	Spectrogram 1	1	1836.578205544	1837.657113137	200.647	614.887	m
1511	Spectrogram 1	1	1840.244493382	1840.853876374	32.362	300.971	lt
1512	Spectrogram 1	1	1839.944796828	1840.494240509	152.104	326.861	w
1513	Spectrogram 1	1	1838.636121878	1839.884857517	291.262	514.563	m
1514	Spectrogram 1	1	1838.236526474	1838.366394980	252.427	576.052	m
1515	Spectrogram 1	1	1841.262575175	1842.211614261	242.718	579.288	m
1516	Spectrogram 1	1	1842.171654720	1843.470339785	226.537	579.288	m
1517	Spectrogram 1	1	1843.010805070	1843.520289211	142.395	297.735	w
1518	Spectrogram 1	1	1845.578205544	1846.147628996	181.230	381.877	w
1519	Spectrogram 1	1	1846.487285090	1847.126637737	61.489	398.058	lt
1520	Spectrogram 1	1	1844.699095654	1845.608175200	245.955	582.524	m
1521	Spectrogram 1	1	1848.675069930	1849.164574301	187.702	297.735	w
1522	Spectrogram 1	1	1847.586172453	1849.124614760	278.317	491.909	m
1523	Spectrogram 1	1	1849.354382118	1850.363360514	220.065	585.761	m
1524	Spectrogram 1	1	1851.771047827	1852.400410589	226.537	653.722	m
1525	Spectrogram 1	1	1850.162676324	1850.931897478	197.411	566.343	m
1526	Spectrogram 1	1	1852.929874500	1853.689105769	71.197	278.317	lt
1527	Spectrogram 1	1	1853.519277722	1854.388397727	207.120	627.832	m
1528	Spectrogram 1	1	1854.268519106	1855.027750375	249.191	569.579	m
1529	Spectrogram 1	1	1855.197578422	1855.856910839	200.647	653.722	m
1530	Spectrogram 1	1	1852.780026224	1853.808984391	294.498	482.201	m
1531	Spectrogram 1	1	1856.056708541	1856.656101648	158.576	300.971	w
1532	Spectrogram 1	1	1857.934806943	1858.444291084	190.939	317.152	w
1533	Spectrogram 1	1	1857.635110390	1858.903825799	288.026	663.430	m
1534	Spectrogram 1	1	1859.283441434	1859.583137987	216.828	375.405	w
1535	Spectrogram 1	1	1859.871958167	1860.311513112	216.828	436.893	m
1536	Spectrogram 1	1	1860.711108516	1861.460349900	333.333	656.958	m
1537	Spectrogram 1	1	1861.080734266	1861.909894730	375.405	543.689	m
1538	Spectrogram 1	1	1860.900916334	1861.630177947	51.780	323.625	lt
1539	Spectrogram 1	1	1860.551270355	1860.870946678	187.702	336.570	w
